
--- INICIO PIPELINE MOSCAS 2026-03-30 17:42:26.066087 ---
03:04:37 | RAM: 58.3GB | Proc: 1.0GB
03:04:45 | RAM: 58.1GB | Proc: 1.0GB
03:04:48 | RAM: 58.4GB | Proc: 1.0GB
03:04:56 | RAM: 58.5GB | Proc: 1.0GB
03:04:58 | RAM: 58.4GB | Proc: 1.0GB
03:05:06 | RAM: 58.7GB | Proc: 1.0GB
03:05:09 | RAM: 58.5GB | Proc: 1.0GB
03:05:17 | RAM: 58.4GB | Proc: 1.0GB
03:05:19 | RAM: 58.3GB | Proc: 1.0GB
03:05:27 | RAM: 58.4GB | Proc: 1.0GB
03:05:30 | RAM: 58.5GB | Proc: 1.0GB
03:05:37 | RAM: 58.4GB | Proc: 1.0GB
03:05:40 | RAM: 58.6GB | Proc: 1.0GB
03:05:48 | RAM: 58.3GB | Proc: 1.0GB
03:05:51 | RAM: 58.3GB | Proc: 1.0GB
03:05:58 | RAM: 58.4GB | Proc: 1.0GB
03:06:01 | RAM: 58.4GB | Proc: 1.0GB
03:06:09 | RAM: 58.4GB | Proc: 1.0GB
03:06:12 | RAM: 58.4GB | Proc: 1.0GB
03:06:19 | RAM: 58.5GB | Proc: 1.0GB
03:06:22 | RAM: 58.4GB | Proc: 1.0GB
03:06:30 | RAM: 58.4GB | Proc: 1.0GB
03:06:33 | RAM: 58.5GB | Proc: 1.0GB
03:06:40 | RAM: 58.3GB | Proc: 1.0GB
03:06:43 | RAM: 58.4GB | Proc: 1.0GB
03:06:50 | RAM: 58.6GB | Proc: 1.0GB
03:06:54 | RAM: 58.4GB | Proc: 1.0GB
03:07:01 | RAM: 58.4GB | Proc: 1.0GB
03:07:04 | RAM: 58.3GB | Proc: 1.0GB
03:07:12 | RAM: 58.2GB | Proc: 1.0GB
03:07:15 | RAM: 58.2GB | Proc: 1.0GB
03:07:22 | RAM: 58.1GB | Proc: 1.0GB
03:07:26 | RAM: 58.4GB | Proc: 1.0GB
03:07:32 | RAM: 58.3GB | Proc: 1.0GB
03:07:36 | RAM: 58.3GB | Proc: 1.0GB
03:07:43 | RAM: 58.2GB | Proc: 1.0GB
03:07:46 | RAM: 58.5GB | Proc: 1.0GB
03:07:53 | RAM: 58.2GB | Proc: 1.0GB
03:07:57 | RAM: 58.3GB | Proc: 1.0GB
03:08:04 | RAM: 58.5GB | Proc: 1.0GB
03:08:08 | RAM: 58.3GB | Proc: 1.0GB
03:08:15 | RAM: 58.4GB | Proc: 1.0GB
03:08:18 | RAM: 58.4GB | Proc: 1.0GB
03:08:25 | RAM: 58.3GB | Proc: 1.0GB
03:08:28 | RAM: 58.4GB | Proc: 1.0GB
03:08:35 | RAM: 58.3GB | Proc: 1.0GB
03:08:39 | RAM: 58.3GB | Proc: 1.0GB
03:08:46 | RAM: 58.3GB | Proc: 1.0GB
03:08:49 | RAM: 58.4GB | Proc: 1.0GB
03:08:56 | RAM: 58.3GB | Proc: 1.0GB
03:09:00 | RAM: 58.2GB | Proc: 1.0GB
03:09:07 | RAM: 58.3GB | Proc: 1.0GB
03:09:10 | RAM: 58.2GB | Proc: 1.0GB
03:09:18 | RAM: 58.5GB | Proc: 1.0GB
03:09:21 | RAM: 58.4GB | Proc: 1.0GB
03:09:29 | RAM: 58.3GB | Proc: 1.0GB
03:09:32 | RAM: 58.5GB | Proc: 1.0GB
03:09:39 | RAM: 58.4GB | Proc: 1.0GB
03:09:42 | RAM: 58.4GB | Proc: 1.0GB
03:09:49 | RAM: 58.5GB | Proc: 1.0GB
03:09:53 | RAM: 58.3GB | Proc: 1.0GB
03:10:00 | RAM: 58.4GB | Proc: 1.0GB
03:10:03 | RAM: 58.4GB | Proc: 1.0GB
03:10:10 | RAM: 58.2GB | Proc: 1.0GB
03:10:14 | RAM: 58.2GB | Proc: 1.0GB
03:10:21 | RAM: 58.3GB | Proc: 1.0GB
03:10:24 | RAM: 58.3GB | Proc: 1.0GB
03:10:31 | RAM: 58.2GB | Proc: 1.0GB
03:10:34 | RAM: 58.3GB | Proc: 1.0GB
03:10:42 | RAM: 58.4GB | Proc: 1.0GB
03:10:45 | RAM: 58.4GB | Proc: 1.0GB
03:10:52 | RAM: 58.3GB | Proc: 1.0GB
03:10:55 | RAM: 58.3GB | Proc: 1.0GB
03:11:03 | RAM: 58.3GB | Proc: 1.0GB
03:11:05 | RAM: 58.2GB | Proc: 1.0GB
03:11:13 | RAM: 58.3GB | Proc: 1.0GB
03:11:16 | RAM: 58.4GB | Proc: 1.0GB
03:11:24 | RAM: 58.4GB | Proc: 1.0GB
03:11:26 | RAM: 58.3GB | Proc: 1.0GB
03:11:34 | RAM: 58.4GB | Proc: 1.0GB
03:11:37 | RAM: 58.1GB | Proc: 1.0GB
03:11:45 | RAM: 58.2GB | Proc: 1.0GB
03:11:47 | RAM: 58.1GB | Proc: 1.0GB
03:11:55 | RAM: 58.3GB | Proc: 1.0GB
03:11:58 | RAM: 58.3GB | Proc: 1.0GB
03:12:06 | RAM: 58.2GB | Proc: 1.0GB
03:12:08 | RAM: 58.3GB | Proc: 1.0GB
03:12:16 | RAM: 58.2GB | Proc: 1.0GB
03:12:19 | RAM: 58.2GB | Proc: 1.0GB
03:12:27 | RAM: 58.3GB | Proc: 1.0GB
03:12:29 | RAM: 58.4GB | Proc: 1.0GB
03:12:37 | RAM: 58.4GB | Proc: 1.0GB
03:12:40 | RAM: 58.4GB | Proc: 1.0GB
03:12:48 | RAM: 58.4GB | Proc: 1.0GB
03:12:50 | RAM: 58.3GB | Proc: 1.0GB
03:12:58 | RAM: 58.3GB | Proc: 1.0GB
03:13:01 | RAM: 58.2GB | Proc: 1.0GB
03:13:09 | RAM: 58.3GB | Proc: 1.0GB
03:13:11 | RAM: 58.3GB | Proc: 1.0GB
03:13:20 | RAM: 58.4GB | Proc: 1.0GB
03:13:22 | RAM: 58.5GB | Proc: 1.0GB
03:13:30 | RAM: 58.2GB | Proc: 1.0GB
03:13:33 | RAM: 58.3GB | Proc: 1.0GB
03:13:40 | RAM: 58.4GB | Proc: 1.0GB
03:13:43 | RAM: 58.3GB | Proc: 1.0GB
03:13:51 | RAM: 58.4GB | Proc: 1.0GB
03:13:54 | RAM: 58.3GB | Proc: 1.0GB
03:14:01 | RAM: 58.3GB | Proc: 1.0GB
03:14:04 | RAM: 58.3GB | Proc: 1.0GB
03:14:11 | RAM: 58.4GB | Proc: 1.0GB
03:14:14 | RAM: 58.4GB | Proc: 1.0GB
03:14:22 | RAM: 58.3GB | Proc: 1.0GB
03:14:25 | RAM: 58.4GB | Proc: 1.0GB
03:14:32 | RAM: 58.3GB | Proc: 1.0GB
03:14:35 | RAM: 58.3GB | Proc: 1.0GB
03:14:43 | RAM: 58.1GB | Proc: 1.0GB
03:14:46 | RAM: 58.3GB | Proc: 1.0GB
03:14:53 | RAM: 58.2GB | Proc: 1.0GB
03:14:56 | RAM: 58.2GB | Proc: 1.0GB
03:15:04 | RAM: 58.4GB | Proc: 1.0GB
03:15:07 | RAM: 58.3GB | Proc: 1.0GB
03:15:14 | RAM: 58.3GB | Proc: 1.0GB
03:15:18 | RAM: 58.3GB | Proc: 1.0GB
03:15:25 | RAM: 58.2GB | Proc: 1.0GB
03:15:28 | RAM: 58.3GB | Proc: 1.0GB
03:15:35 | RAM: 58.1GB | Proc: 1.0GB
03:15:39 | RAM: 58.4GB | Proc: 1.0GB
03:15:46 | RAM: 58.3GB | Proc: 1.0GB
03:15:49 | RAM: 58.3GB | Proc: 1.0GB
03:15:56 | RAM: 58.3GB | Proc: 1.0GB
03:16:00 | RAM: 58.2GB | Proc: 1.0GB
03:16:07 | RAM: 58.2GB | Proc: 1.0GB
03:16:10 | RAM: 58.2GB | Proc: 1.0GB
03:16:17 | RAM: 58.4GB | Proc: 1.0GB
03:16:21 | RAM: 58.2GB | Proc: 1.0GB
03:16:28 | RAM: 58.3GB | Proc: 1.0GB
03:16:31 | RAM: 58.3GB | Proc: 1.0GB
03:16:38 | RAM: 58.2GB | Proc: 1.0GB
03:16:42 | RAM: 58.1GB | Proc: 1.0GB
03:16:48 | RAM: 58.2GB | Proc: 1.0GB
03:16:52 | RAM: 58.2GB | Proc: 1.0GB
03:16:58 | RAM: 58.4GB | Proc: 1.0GB
03:17:03 | RAM: 58.3GB | Proc: 1.0GB
03:17:09 | RAM: 58.3GB | Proc: 1.0GB
03:17:13 | RAM: 58.3GB | Proc: 1.0GB
03:17:19 | RAM: 58.3GB | Proc: 1.0GB
03:17:24 | RAM: 58.2GB | Proc: 1.0GB
03:17:30 | RAM: 58.2GB | Proc: 1.0GB
03:17:34 | RAM: 58.3GB | Proc: 1.0GB
03:17:40 | RAM: 58.2GB | Proc: 1.0GB
03:17:45 | RAM: 58.4GB | Proc: 1.0GB
03:17:51 | RAM: 58.3GB | Proc: 1.0GB
03:17:55 | RAM: 58.3GB | Proc: 1.0GB
03:18:01 | RAM: 58.3GB | Proc: 1.0GB
03:18:06 | RAM: 58.2GB | Proc: 1.0GB
03:18:12 | RAM: 58.4GB | Proc: 1.0GB
03:18:16 | RAM: 58.3GB | Proc: 1.0GB
03:18:22 | RAM: 58.4GB | Proc: 1.0GB
03:18:27 | RAM: 58.1GB | Proc: 1.0GB
03:18:32 | RAM: 58.2GB | Proc: 1.0GB
03:18:37 | RAM: 58.3GB | Proc: 1.0GB
03:18:43 | RAM: 58.2GB | Proc: 1.0GB
03:18:48 | RAM: 58.2GB | Proc: 1.0GB
03:18:53 | RAM: 58.4GB | Proc: 1.0GB
03:18:58 | RAM: 58.4GB | Proc: 1.0GB
03:19:04 | RAM: 58.3GB | Proc: 1.0GB
03:19:09 | RAM: 58.3GB | Proc: 1.0GB
03:19:15 | RAM: 58.3GB | Proc: 1.0GB
03:19:19 | RAM: 58.2GB | Proc: 1.0GB
03:19:25 | RAM: 58.3GB | Proc: 1.0GB
03:19:30 | RAM: 58.3GB | Proc: 1.0GB
03:19:36 | RAM: 58.2GB | Proc: 1.0GB
03:19:40 | RAM: 58.2GB | Proc: 1.0GB
03:19:46 | RAM: 58.2GB | Proc: 1.0GB
03:19:50 | RAM: 58.1GB | Proc: 1.0GB
03:19:57 | RAM: 58.3GB | Proc: 1.0GB
03:20:01 | RAM: 58.3GB | Proc: 1.0GB
03:20:07 | RAM: 58.4GB | Proc: 1.0GB
03:20:11 | RAM: 58.4GB | Proc: 1.0GB
03:20:18 | RAM: 58.3GB | Proc: 1.0GB
03:20:22 | RAM: 58.5GB | Proc: 1.0GB
03:20:28 | RAM: 58.4GB | Proc: 1.0GB
03:20:32 | RAM: 58.4GB | Proc: 1.0GB
03:20:39 | RAM: 58.4GB | Proc: 1.0GB
03:20:42 | RAM: 58.5GB | Proc: 1.0GB
03:20:50 | RAM: 58.1GB | Proc: 1.0GB
03:20:53 | RAM: 58.3GB | Proc: 1.0GB
03:21:00 | RAM: 58.4GB | Proc: 1.0GB
03:21:04 | RAM: 58.2GB | Proc: 1.0GB
03:21:10 | RAM: 58.4GB | Proc: 1.0GB
03:21:14 | RAM: 58.3GB | Proc: 1.0GB
03:21:21 | RAM: 58.3GB | Proc: 1.0GB
03:21:24 | RAM: 58.3GB | Proc: 1.0GB
03:21:31 | RAM: 58.4GB | Proc: 1.0GB
03:21:35 | RAM: 58.3GB | Proc: 1.0GB
03:21:42 | RAM: 58.3GB | Proc: 1.0GB
03:21:46 | RAM: 58.3GB | Proc: 1.0GB
03:21:52 | RAM: 58.2GB | Proc: 1.0GB
03:21:56 | RAM: 58.3GB | Proc: 1.0GB
03:22:03 | RAM: 58.2GB | Proc: 1.0GB
03:22:07 | RAM: 58.4GB | Proc: 1.0GB
03:22:14 | RAM: 58.3GB | Proc: 1.0GB
03:22:17 | RAM: 58.2GB | Proc: 1.0GB
03:22:24 | RAM: 58.4GB | Proc: 1.0GB
03:22:28 | RAM: 58.3GB | Proc: 1.0GB
03:22:34 | RAM: 58.3GB | Proc: 1.0GB
03:22:38 | RAM: 58.2GB | Proc: 1.0GB
03:22:45 | RAM: 58.2GB | Proc: 1.0GB
03:22:49 | RAM: 58.2GB | Proc: 1.0GB
03:22:55 | RAM: 58.3GB | Proc: 1.0GB
03:22:59 | RAM: 58.3GB | Proc: 1.0GB
03:23:05 | RAM: 58.3GB | Proc: 1.0GB
03:23:09 | RAM: 58.3GB | Proc: 1.0GB
03:23:16 | RAM: 58.2GB | Proc: 1.0GB
03:23:20 | RAM: 58.4GB | Proc: 1.0GB
03:23:26 | RAM: 58.3GB | Proc: 1.0GB
03:23:30 | RAM: 58.3GB | Proc: 1.0GB
03:23:37 | RAM: 58.4GB | Proc: 1.0GB
03:23:41 | RAM: 58.3GB | Proc: 1.0GB
03:23:47 | RAM: 58.2GB | Proc: 1.0GB
03:23:51 | RAM: 58.2GB | Proc: 1.0GB
03:23:57 | RAM: 58.2GB | Proc: 1.0GB
03:24:02 | RAM: 58.2GB | Proc: 1.0GB
03:24:08 | RAM: 58.2GB | Proc: 1.0GB
03:24:12 | RAM: 58.4GB | Proc: 1.0GB
03:24:19 | RAM: 58.3GB | Proc: 1.0GB
03:24:23 | RAM: 58.2GB | Proc: 1.0GB
03:24:29 | RAM: 58.3GB | Proc: 1.0GB
03:24:34 | RAM: 58.2GB | Proc: 1.0GB
03:24:40 | RAM: 58.2GB | Proc: 1.0GB
03:24:44 | RAM: 58.2GB | Proc: 1.0GB
03:24:50 | RAM: 58.3GB | Proc: 1.0GB
03:24:55 | RAM: 58.0GB | Proc: 1.0GB
03:25:01 | RAM: 58.2GB | Proc: 1.0GB
03:25:06 | RAM: 58.1GB | Proc: 1.0GB
03:25:11 | RAM: 58.2GB | Proc: 1.0GB
03:25:16 | RAM: 58.1GB | Proc: 1.0GB
03:25:21 | RAM: 58.2GB | Proc: 1.0GB
03:25:26 | RAM: 58.3GB | Proc: 1.0GB
03:25:32 | RAM: 58.2GB | Proc: 1.0GB
03:25:37 | RAM: 58.2GB | Proc: 1.0GB
03:25:42 | RAM: 58.4GB | Proc: 1.0GB
03:25:48 | RAM: 58.2GB | Proc: 1.0GB
03:25:53 | RAM: 58.3GB | Proc: 1.0GB
03:25:58 | RAM: 58.2GB | Proc: 1.0GB
03:26:03 | RAM: 58.3GB | Proc: 1.0GB
03:26:08 | RAM: 58.1GB | Proc: 1.0GB
03:26:14 | RAM: 58.3GB | Proc: 1.0GB
03:26:19 | RAM: 58.3GB | Proc: 1.0GB
03:26:24 | RAM: 58.2GB | Proc: 1.0GB
03:26:29 | RAM: 58.2GB | Proc: 1.0GB
03:26:35 | RAM: 58.2GB | Proc: 1.0GB
03:26:39 | RAM: 58.2GB | Proc: 1.0GB
03:26:45 | RAM: 58.2GB | Proc: 1.0GB
03:26:50 | RAM: 58.3GB | Proc: 1.0GB
03:26:56 | RAM: 58.4GB | Proc: 1.0GB
03:27:00 | RAM: 58.2GB | Proc: 1.0GB
03:27:06 | RAM: 58.2GB | Proc: 1.0GB
03:27:10 | RAM: 58.2GB | Proc: 1.0GB
03:27:16 | RAM: 58.2GB | Proc: 1.0GB
03:27:21 | RAM: 58.2GB | Proc: 1.0GB
03:27:27 | RAM: 58.4GB | Proc: 1.0GB
03:27:31 | RAM: 58.4GB | Proc: 1.0GB
03:27:37 | RAM: 58.3GB | Proc: 1.0GB
03:27:41 | RAM: 58.3GB | Proc: 1.0GB
03:27:48 | RAM: 58.3GB | Proc: 1.0GB
03:27:52 | RAM: 58.3GB | Proc: 1.0GB
03:27:58 | RAM: 58.2GB | Proc: 1.0GB
03:28:02 | RAM: 58.1GB | Proc: 1.0GB
03:28:09 | RAM: 58.2GB | Proc: 1.0GB
03:28:13 | RAM: 58.2GB | Proc: 1.0GB
03:28:19 | RAM: 58.3GB | Proc: 1.0GB
03:28:24 | RAM: 58.3GB | Proc: 1.0GB
03:28:30 | RAM: 58.2GB | Proc: 1.0GB
03:28:34 | RAM: 58.3GB | Proc: 1.0GB
03:28:40 | RAM: 58.3GB | Proc: 1.0GB
03:28:45 | RAM: 58.2GB | Proc: 1.0GB
03:28:51 | RAM: 58.2GB | Proc: 1.0GB
03:28:55 | RAM: 58.2GB | Proc: 1.0GB
03:29:01 | RAM: 58.2GB | Proc: 1.0GB
03:29:06 | RAM: 58.2GB | Proc: 1.0GB
03:29:12 | RAM: 58.1GB | Proc: 1.0GB
03:29:16 | RAM: 58.4GB | Proc: 1.0GB
03:29:22 | RAM: 58.2GB | Proc: 1.0GB
03:29:27 | RAM: 58.2GB | Proc: 1.0GB
03:29:32 | RAM: 58.3GB | Proc: 1.0GB
03:29:38 | RAM: 58.3GB | Proc: 1.0GB
03:29:43 | RAM: 58.2GB | Proc: 1.0GB
03:29:48 | RAM: 58.2GB | Proc: 1.0GB
03:29:54 | RAM: 58.4GB | Proc: 1.0GB
03:29:59 | RAM: 58.2GB | Proc: 1.0GB
03:30:04 | RAM: 58.2GB | Proc: 1.0GB
03:30:09 | RAM: 58.3GB | Proc: 1.0GB
03:30:15 | RAM: 58.2GB | Proc: 1.0GB
03:30:20 | RAM: 58.2GB | Proc: 1.0GB
03:30:25 | RAM: 58.2GB | Proc: 1.0GB
03:30:30 | RAM: 58.3GB | Proc: 1.0GB
03:30:35 | RAM: 58.2GB | Proc: 1.0GB
03:30:40 | RAM: 58.3GB | Proc: 1.0GB
03:30:46 | RAM: 58.3GB | Proc: 1.0GB
03:30:51 | RAM: 58.2GB | Proc: 1.0GB
03:30:56 | RAM: 58.1GB | Proc: 1.0GB
03:31:01 | RAM: 58.2GB | Proc: 1.0GB
03:31:07 | RAM: 58.2GB | Proc: 1.0GB
03:31:11 | RAM: 58.1GB | Proc: 1.0GB
03:31:17 | RAM: 58.1GB | Proc: 1.0GB
03:31:22 | RAM: 58.2GB | Proc: 1.0GB
03:31:28 | RAM: 58.2GB | Proc: 1.0GB
03:31:33 | RAM: 58.3GB | Proc: 1.0GB
03:31:38 | RAM: 58.4GB | Proc: 1.0GB
03:31:43 | RAM: 58.1GB | Proc: 1.0GB
03:31:49 | RAM: 58.2GB | Proc: 1.0GB
03:31:54 | RAM: 58.3GB | Proc: 1.0GB
03:31:59 | RAM: 58.2GB | Proc: 1.0GB
03:32:04 | RAM: 58.0GB | Proc: 1.0GB
03:32:10 | RAM: 58.1GB | Proc: 1.0GB
03:32:14 | RAM: 58.3GB | Proc: 1.0GB
03:32:21 | RAM: 58.2GB | Proc: 1.0GB
03:32:25 | RAM: 58.2GB | Proc: 1.0GB
03:32:31 | RAM: 58.3GB | Proc: 1.0GB
03:32:35 | RAM: 58.2GB | Proc: 1.0GB
03:32:42 | RAM: 58.2GB | Proc: 1.0GB
03:32:46 | RAM: 58.1GB | Proc: 1.0GB
03:32:52 | RAM: 58.2GB | Proc: 1.0GB
03:32:56 | RAM: 58.2GB | Proc: 1.0GB
03:33:03 | RAM: 58.2GB | Proc: 1.0GB
03:33:07 | RAM: 58.2GB | Proc: 1.0GB
03:33:13 | RAM: 58.1GB | Proc: 1.0GB
03:33:18 | RAM: 58.2GB | Proc: 1.0GB
03:33:24 | RAM: 58.3GB | Proc: 1.0GB
03:33:28 | RAM: 58.2GB | Proc: 1.0GB
03:33:34 | RAM: 58.1GB | Proc: 1.0GB
03:33:39 | RAM: 58.3GB | Proc: 1.0GB
03:33:45 | RAM: 58.3GB | Proc: 1.0GB
03:33:49 | RAM: 58.1GB | Proc: 1.0GB
03:33:55 | RAM: 58.2GB | Proc: 1.0GB
03:34:00 | RAM: 58.2GB | Proc: 1.0GB
03:34:05 | RAM: 58.2GB | Proc: 1.0GB
03:34:10 | RAM: 58.2GB | Proc: 1.0GB
03:34:16 | RAM: 58.2GB | Proc: 1.0GB
03:34:20 | RAM: 58.3GB | Proc: 1.0GB
03:34:26 | RAM: 58.3GB | Proc: 1.0GB
03:34:31 | RAM: 58.2GB | Proc: 1.0GB
03:34:37 | RAM: 58.3GB | Proc: 1.0GB
03:34:42 | RAM: 58.2GB | Proc: 1.0GB
03:34:47 | RAM: 58.2GB | Proc: 1.0GB
03:34:52 | RAM: 58.2GB | Proc: 1.0GB
03:34:58 | RAM: 58.4GB | Proc: 1.0GB
03:35:02 | RAM: 58.3GB | Proc: 1.0GB
03:35:08 | RAM: 58.3GB | Proc: 1.0GB
03:35:13 | RAM: 58.3GB | Proc: 1.0GB
03:35:19 | RAM: 58.2GB | Proc: 1.0GB
03:35:23 | RAM: 58.3GB | Proc: 1.0GB
03:35:29 | RAM: 58.3GB | Proc: 1.0GB
03:35:33 | RAM: 58.3GB | Proc: 1.0GB
03:35:39 | RAM: 58.3GB | Proc: 1.0GB
03:35:44 | RAM: 58.2GB | Proc: 1.0GB
03:35:50 | RAM: 58.3GB | Proc: 1.0GB
03:35:55 | RAM: 58.3GB | Proc: 1.0GB
03:36:00 | RAM: 58.3GB | Proc: 1.0GB
03:36:05 | RAM: 58.4GB | Proc: 1.0GB
03:36:11 | RAM: 58.1GB | Proc: 1.0GB
03:36:15 | RAM: 58.2GB | Proc: 1.0GB
03:36:21 | RAM: 58.3GB | Proc: 1.0GB
03:36:26 | RAM: 58.4GB | Proc: 1.0GB
03:36:32 | RAM: 58.3GB | Proc: 1.0GB
03:36:36 | RAM: 58.3GB | Proc: 1.0GB
03:36:42 | RAM: 58.4GB | Proc: 1.0GB
03:36:47 | RAM: 58.2GB | Proc: 1.0GB
03:36:53 | RAM: 58.3GB | Proc: 1.0GB
03:36:57 | RAM: 58.3GB | Proc: 1.0GB
03:37:03 | RAM: 58.3GB | Proc: 1.0GB
03:37:07 | RAM: 58.2GB | Proc: 1.0GB
03:37:14 | RAM: 58.2GB | Proc: 1.0GB
03:37:18 | RAM: 58.2GB | Proc: 1.0GB
03:37:24 | RAM: 58.2GB | Proc: 1.0GB
03:37:28 | RAM: 58.2GB | Proc: 1.0GB
03:37:34 | RAM: 58.4GB | Proc: 1.0GB
03:37:39 | RAM: 58.2GB | Proc: 1.0GB
03:37:45 | RAM: 58.2GB | Proc: 1.0GB
03:37:49 | RAM: 58.3GB | Proc: 1.0GB
03:37:55 | RAM: 58.3GB | Proc: 1.0GB
03:38:00 | RAM: 58.3GB | Proc: 1.0GB
03:38:06 | RAM: 58.1GB | Proc: 1.0GB
03:38:10 | RAM: 58.4GB | Proc: 1.0GB
03:38:16 | RAM: 58.2GB | Proc: 1.0GB
03:38:20 | RAM: 58.2GB | Proc: 1.0GB
03:38:27 | RAM: 58.4GB | Proc: 1.0GB
03:38:31 | RAM: 58.3GB | Proc: 1.0GB
03:38:37 | RAM: 58.2GB | Proc: 1.0GB
03:38:41 | RAM: 58.3GB | Proc: 1.0GB
03:38:48 | RAM: 58.3GB | Proc: 1.0GB
03:38:52 | RAM: 58.2GB | Proc: 1.0GB
03:38:59 | RAM: 58.2GB | Proc: 1.0GB
03:39:03 | RAM: 58.6GB | Proc: 1.0GB
03:39:09 | RAM: 58.5GB | Proc: 1.0GB
03:39:13 | RAM: 58.4GB | Proc: 1.0GB
03:39:20 | RAM: 58.3GB | Proc: 1.0GB
03:39:24 | RAM: 58.3GB | Proc: 1.0GB
03:39:30 | RAM: 58.3GB | Proc: 1.0GB
03:39:34 | RAM: 58.2GB | Proc: 1.0GB
03:39:41 | RAM: 58.3GB | Proc: 1.0GB
03:39:44 | RAM: 58.3GB | Proc: 1.0GB
03:39:51 | RAM: 58.2GB | Proc: 1.0GB
03:39:55 | RAM: 58.3GB | Proc: 1.0GB
03:40:02 | RAM: 58.2GB | Proc: 1.0GB
03:40:05 | RAM: 58.3GB | Proc: 1.0GB
03:40:13 | RAM: 58.4GB | Proc: 1.0GB
03:40:16 | RAM: 58.3GB | Proc: 1.0GB
03:40:23 | RAM: 58.3GB | Proc: 1.0GB
03:40:26 | RAM: 58.3GB | Proc: 1.0GB
03:40:33 | RAM: 58.4GB | Proc: 1.0GB
03:40:36 | RAM: 58.3GB | Proc: 1.0GB
03:40:43 | RAM: 58.3GB | Proc: 1.0GB
03:40:47 | RAM: 58.3GB | Proc: 1.0GB
03:40:54 | RAM: 58.3GB | Proc: 1.0GB
03:40:57 | RAM: 58.1GB | Proc: 1.0GB
03:41:04 | RAM: 58.3GB | Proc: 1.0GB
03:41:07 | RAM: 58.1GB | Proc: 1.0GB
03:41:15 | RAM: 58.2GB | Proc: 1.0GB
03:41:18 | RAM: 58.3GB | Proc: 1.0GB
03:41:25 | RAM: 58.2GB | Proc: 1.0GB
03:41:28 | RAM: 58.2GB | Proc: 1.0GB
03:41:36 | RAM: 58.2GB | Proc: 1.0GB
03:41:39 | RAM: 58.3GB | Proc: 1.0GB
03:41:46 | RAM: 58.2GB | Proc: 1.0GB
03:41:49 | RAM: 58.3GB | Proc: 1.0GB
03:41:57 | RAM: 58.2GB | Proc: 1.0GB
03:42:00 | RAM: 58.2GB | Proc: 1.0GB
03:42:07 | RAM: 58.2GB | Proc: 1.0GB
03:42:10 | RAM: 58.2GB | Proc: 1.0GB
03:42:17 | RAM: 58.3GB | Proc: 1.0GB
03:42:21 | RAM: 58.3GB | Proc: 1.0GB
03:42:28 | RAM: 58.2GB | Proc: 1.0GB
03:42:31 | RAM: 58.3GB | Proc: 1.0GB
03:42:39 | RAM: 58.2GB | Proc: 1.0GB
03:42:42 | RAM: 58.2GB | Proc: 1.0GB
03:42:49 | RAM: 58.4GB | Proc: 1.0GB
03:42:52 | RAM: 58.2GB | Proc: 1.0GB
03:43:00 | RAM: 58.1GB | Proc: 1.0GB
03:43:02 | RAM: 58.1GB | Proc: 1.0GB
03:43:10 | RAM: 58.2GB | Proc: 1.0GB
03:43:13 | RAM: 58.2GB | Proc: 1.0GB
03:43:21 | RAM: 58.2GB | Proc: 1.0GB
03:43:23 | RAM: 58.3GB | Proc: 1.0GB
03:43:31 | RAM: 58.3GB | Proc: 1.0GB
03:43:34 | RAM: 58.2GB | Proc: 1.0GB
03:43:42 | RAM: 58.3GB | Proc: 1.0GB
03:43:44 | RAM: 58.2GB | Proc: 1.0GB
03:43:52 | RAM: 58.3GB | Proc: 1.0GB
03:43:55 | RAM: 58.2GB | Proc: 1.0GB
03:44:03 | RAM: 58.3GB | Proc: 1.0GB
03:44:05 | RAM: 58.2GB | Proc: 1.0GB
03:44:13 | RAM: 58.1GB | Proc: 1.0GB
03:44:16 | RAM: 58.3GB | Proc: 1.0GB
03:44:24 | RAM: 58.3GB | Proc: 1.0GB
03:44:26 | RAM: 58.3GB | Proc: 1.0GB
03:44:34 | RAM: 58.4GB | Proc: 1.0GB
03:44:36 | RAM: 58.2GB | Proc: 1.0GB
03:44:44 | RAM: 58.2GB | Proc: 1.0GB
03:44:47 | RAM: 58.3GB | Proc: 1.0GB
03:44:54 | RAM: 58.3GB | Proc: 1.0GB
03:44:57 | RAM: 58.3GB | Proc: 1.0GB
03:45:05 | RAM: 58.2GB | Proc: 1.0GB
03:45:07 | RAM: 58.3GB | Proc: 1.0GB
03:45:16 | RAM: 58.2GB | Proc: 1.0GB
03:45:18 | RAM: 58.2GB | Proc: 1.0GB
03:45:26 | RAM: 58.3GB | Proc: 1.0GB
03:45:28 | RAM: 58.2GB | Proc: 1.0GB
03:45:37 | RAM: 58.2GB | Proc: 1.0GB
03:45:39 | RAM: 58.1GB | Proc: 1.0GB
03:45:47 | RAM: 58.1GB | Proc: 1.0GB
03:45:49 | RAM: 58.1GB | Proc: 1.0GB
03:45:58 | RAM: 58.3GB | Proc: 1.0GB
03:46:00 | RAM: 58.3GB | Proc: 1.0GB
03:46:08 | RAM: 58.2GB | Proc: 1.0GB
03:46:10 | RAM: 58.2GB | Proc: 1.0GB
03:46:19 | RAM: 58.2GB | Proc: 1.0GB
03:46:20 | RAM: 58.2GB | Proc: 1.0GB
03:46:29 | RAM: 58.2GB | Proc: 1.0GB
03:46:31 | RAM: 58.2GB | Proc: 1.0GB
