
--- INICIO PIPELINE MOSCAS 2026-03-30 17:42:26.066087 ---
03:46:40 | RAM: 58.2GB | Proc: 1.0GB
03:46:42 | RAM: 58.2GB | Proc: 1.0GB
03:46:51 | RAM: 58.3GB | Proc: 1.0GB
03:46:52 | RAM: 58.4GB | Proc: 1.0GB
03:47:01 | RAM: 58.2GB | Proc: 1.0GB
03:47:03 | RAM: 58.2GB | Proc: 1.0GB
03:47:12 | RAM: 58.2GB | Proc: 1.0GB
03:47:13 | RAM: 58.2GB | Proc: 1.0GB
03:47:22 | RAM: 58.1GB | Proc: 1.0GB
03:47:24 | RAM: 58.2GB | Proc: 1.0GB
03:47:33 | RAM: 58.2GB | Proc: 1.0GB
03:47:34 | RAM: 58.1GB | Proc: 1.0GB
03:47:43 | RAM: 58.3GB | Proc: 1.0GB
03:47:44 | RAM: 58.3GB | Proc: 1.0GB
03:47:54 | RAM: 58.2GB | Proc: 1.0GB
03:47:55 | RAM: 58.3GB | Proc: 1.0GB
03:48:04 | RAM: 58.2GB | Proc: 1.0GB
03:48:05 | RAM: 58.3GB | Proc: 1.0GB
03:48:15 | RAM: 58.1GB | Proc: 1.0GB
03:48:16 | RAM: 58.1GB | Proc: 1.0GB
03:48:25 | RAM: 58.2GB | Proc: 1.0GB
03:48:26 | RAM: 58.2GB | Proc: 1.0GB
03:48:36 | RAM: 58.3GB | Proc: 1.0GB
03:48:37 | RAM: 58.3GB | Proc: 1.0GB
03:48:46 | RAM: 58.2GB | Proc: 1.0GB
03:48:47 | RAM: 58.2GB | Proc: 1.0GB
03:48:57 | RAM: 58.3GB | Proc: 1.0GB
03:48:57 | RAM: 58.3GB | Proc: 1.0GB
03:49:07 | RAM: 58.1GB | Proc: 1.0GB
03:49:08 | RAM: 58.3GB | Proc: 1.0GB
03:49:17 | RAM: 58.3GB | Proc: 1.0GB
03:49:19 | RAM: 58.2GB | Proc: 1.0GB
03:49:28 | RAM: 58.3GB | Proc: 1.0GB
03:49:29 | RAM: 58.3GB | Proc: 1.0GB
03:49:39 | RAM: 58.2GB | Proc: 1.0GB
03:49:40 | RAM: 58.3GB | Proc: 1.0GB
03:49:49 | RAM: 58.2GB | Proc: 1.0GB
03:49:50 | RAM: 58.2GB | Proc: 1.0GB
03:49:59 | RAM: 58.1GB | Proc: 1.0GB
03:50:01 | RAM: 58.1GB | Proc: 1.0GB
03:50:10 | RAM: 58.1GB | Proc: 1.0GB
03:50:11 | RAM: 58.2GB | Proc: 1.0GB
03:50:20 | RAM: 58.2GB | Proc: 1.0GB
03:50:22 | RAM: 58.2GB | Proc: 1.0GB
03:50:30 | RAM: 58.1GB | Proc: 1.0GB
03:50:32 | RAM: 58.2GB | Proc: 1.0GB
03:50:41 | RAM: 58.3GB | Proc: 1.0GB
03:50:42 | RAM: 58.3GB | Proc: 1.0GB
03:50:51 | RAM: 58.2GB | Proc: 1.0GB
03:50:53 | RAM: 58.2GB | Proc: 1.0GB
03:51:02 | RAM: 58.2GB | Proc: 1.0GB
03:51:03 | RAM: 58.2GB | Proc: 1.0GB
03:51:12 | RAM: 58.1GB | Proc: 1.0GB
03:51:14 | RAM: 58.2GB | Proc: 1.0GB
03:51:22 | RAM: 58.2GB | Proc: 1.0GB
03:51:24 | RAM: 58.1GB | Proc: 1.0GB
03:51:33 | RAM: 58.3GB | Proc: 1.0GB
03:51:35 | RAM: 58.2GB | Proc: 1.0GB
03:51:43 | RAM: 58.1GB | Proc: 1.0GB
03:51:45 | RAM: 58.2GB | Proc: 1.0GB
03:51:53 | RAM: 58.1GB | Proc: 1.0GB
03:51:55 | RAM: 58.1GB | Proc: 1.0GB
03:52:03 | RAM: 58.2GB | Proc: 1.0GB
03:52:06 | RAM: 58.2GB | Proc: 1.0GB
03:52:14 | RAM: 57.9GB | Proc: 1.0GB
03:52:16 | RAM: 58.0GB | Proc: 1.0GB
03:52:24 | RAM: 58.2GB | Proc: 1.0GB
03:52:27 | RAM: 58.3GB | Proc: 1.0GB
03:52:35 | RAM: 58.1GB | Proc: 1.0GB
03:52:37 | RAM: 58.1GB | Proc: 1.0GB
03:52:46 | RAM: 58.2GB | Proc: 1.0GB
03:52:48 | RAM: 58.2GB | Proc: 1.0GB
03:52:56 | RAM: 58.2GB | Proc: 1.0GB
03:52:58 | RAM: 58.1GB | Proc: 1.0GB
03:53:06 | RAM: 58.1GB | Proc: 1.0GB
03:53:09 | RAM: 58.2GB | Proc: 1.0GB
03:53:17 | RAM: 58.1GB | Proc: 1.0GB
03:53:19 | RAM: 58.2GB | Proc: 1.0GB
03:53:27 | RAM: 58.1GB | Proc: 1.0GB
03:53:30 | RAM: 58.1GB | Proc: 1.0GB
03:53:38 | RAM: 58.2GB | Proc: 1.0GB
03:53:40 | RAM: 58.1GB | Proc: 1.0GB
03:53:48 | RAM: 58.1GB | Proc: 1.0GB
03:53:51 | RAM: 58.2GB | Proc: 1.0GB
03:53:59 | RAM: 58.2GB | Proc: 1.0GB
03:54:02 | RAM: 58.1GB | Proc: 1.0GB
03:54:10 | RAM: 58.1GB | Proc: 1.0GB
03:54:12 | RAM: 58.3GB | Proc: 1.0GB
03:54:20 | RAM: 58.2GB | Proc: 1.0GB
03:54:22 | RAM: 58.2GB | Proc: 1.0GB
03:54:31 | RAM: 58.3GB | Proc: 1.0GB
03:54:33 | RAM: 58.1GB | Proc: 1.0GB
03:54:41 | RAM: 58.1GB | Proc: 1.0GB
03:54:43 | RAM: 58.2GB | Proc: 1.0GB
03:54:52 | RAM: 58.2GB | Proc: 1.0GB
03:54:53 | RAM: 58.1GB | Proc: 1.0GB
03:55:02 | RAM: 58.2GB | Proc: 1.0GB
03:55:04 | RAM: 58.3GB | Proc: 1.0GB
03:55:12 | RAM: 58.2GB | Proc: 1.0GB
03:55:14 | RAM: 58.2GB | Proc: 1.0GB
03:55:23 | RAM: 58.3GB | Proc: 1.0GB
03:55:25 | RAM: 58.2GB | Proc: 1.0GB
03:55:33 | RAM: 58.2GB | Proc: 1.0GB
03:55:35 | RAM: 58.3GB | Proc: 1.0GB
03:55:44 | RAM: 58.3GB | Proc: 1.0GB
03:55:46 | RAM: 58.2GB | Proc: 1.0GB
03:55:54 | RAM: 58.2GB | Proc: 1.0GB
03:55:57 | RAM: 58.3GB | Proc: 1.0GB
03:56:05 | RAM: 58.2GB | Proc: 1.0GB
03:56:08 | RAM: 58.0GB | Proc: 1.0GB
03:56:15 | RAM: 58.3GB | Proc: 1.0GB
03:56:18 | RAM: 58.1GB | Proc: 1.0GB
03:56:26 | RAM: 58.2GB | Proc: 1.0GB
03:56:29 | RAM: 58.1GB | Proc: 1.0GB
03:56:37 | RAM: 58.2GB | Proc: 1.0GB
03:56:39 | RAM: 58.2GB | Proc: 1.0GB
03:56:47 | RAM: 58.3GB | Proc: 1.0GB
03:56:50 | RAM: 58.2GB | Proc: 1.0GB
03:56:58 | RAM: 58.2GB | Proc: 1.0GB
03:57:00 | RAM: 58.3GB | Proc: 1.0GB
03:57:08 | RAM: 58.2GB | Proc: 1.0GB
03:57:11 | RAM: 58.2GB | Proc: 1.0GB
03:57:19 | RAM: 58.2GB | Proc: 1.0GB
03:57:22 | RAM: 58.2GB | Proc: 1.0GB
03:57:29 | RAM: 58.0GB | Proc: 1.0GB
03:57:32 | RAM: 58.2GB | Proc: 1.0GB
03:57:40 | RAM: 58.2GB | Proc: 1.0GB
03:57:43 | RAM: 58.3GB | Proc: 1.0GB
03:57:50 | RAM: 58.1GB | Proc: 1.0GB
03:57:53 | RAM: 58.2GB | Proc: 1.0GB
03:58:01 | RAM: 58.2GB | Proc: 1.0GB
03:58:03 | RAM: 58.1GB | Proc: 1.0GB
03:58:11 | RAM: 58.1GB | Proc: 1.0GB
03:58:14 | RAM: 58.3GB | Proc: 1.0GB
03:58:22 | RAM: 58.2GB | Proc: 1.0GB
03:58:24 | RAM: 58.2GB | Proc: 1.0GB
03:58:32 | RAM: 58.4GB | Proc: 1.0GB
03:58:35 | RAM: 58.2GB | Proc: 1.0GB
03:58:42 | RAM: 58.2GB | Proc: 1.0GB
03:58:45 | RAM: 58.1GB | Proc: 1.0GB
03:58:53 | RAM: 58.3GB | Proc: 1.0GB
03:58:56 | RAM: 58.3GB | Proc: 1.0GB
03:59:04 | RAM: 58.2GB | Proc: 1.0GB
03:59:06 | RAM: 58.3GB | Proc: 1.0GB
03:59:14 | RAM: 58.2GB | Proc: 1.0GB
03:59:17 | RAM: 58.2GB | Proc: 1.0GB
03:59:24 | RAM: 58.4GB | Proc: 1.0GB
03:59:28 | RAM: 58.2GB | Proc: 1.0GB
03:59:35 | RAM: 58.3GB | Proc: 1.0GB
03:59:38 | RAM: 58.2GB | Proc: 1.0GB
03:59:45 | RAM: 58.4GB | Proc: 1.0GB
03:59:49 | RAM: 58.2GB | Proc: 1.0GB
03:59:56 | RAM: 58.1GB | Proc: 1.0GB
03:59:59 | RAM: 58.1GB | Proc: 1.0GB
04:00:06 | RAM: 58.3GB | Proc: 1.0GB
04:00:10 | RAM: 58.2GB | Proc: 1.0GB
04:00:16 | RAM: 58.2GB | Proc: 1.0GB
04:00:20 | RAM: 58.3GB | Proc: 1.0GB
04:00:27 | RAM: 58.1GB | Proc: 1.0GB
04:00:31 | RAM: 58.2GB | Proc: 1.0GB
04:00:37 | RAM: 58.3GB | Proc: 1.0GB
04:00:41 | RAM: 58.2GB | Proc: 1.0GB
04:00:48 | RAM: 58.1GB | Proc: 1.0GB
04:00:52 | RAM: 58.1GB | Proc: 1.0GB
04:00:59 | RAM: 58.2GB | Proc: 1.0GB
04:01:02 | RAM: 58.2GB | Proc: 1.0GB
04:01:09 | RAM: 58.1GB | Proc: 1.0GB
04:01:12 | RAM: 58.3GB | Proc: 1.0GB
04:01:19 | RAM: 58.2GB | Proc: 1.0GB
04:01:23 | RAM: 58.2GB | Proc: 1.0GB
04:01:30 | RAM: 58.3GB | Proc: 1.0GB
04:01:34 | RAM: 58.2GB | Proc: 1.0GB
04:01:40 | RAM: 58.1GB | Proc: 1.0GB
04:01:44 | RAM: 58.2GB | Proc: 1.0GB
04:01:51 | RAM: 58.2GB | Proc: 1.0GB
04:01:55 | RAM: 58.2GB | Proc: 1.0GB
04:02:01 | RAM: 58.3GB | Proc: 1.0GB
04:02:06 | RAM: 57.9GB | Proc: 1.0GB
04:02:12 | RAM: 58.2GB | Proc: 1.0GB
04:02:16 | RAM: 58.1GB | Proc: 1.0GB
04:02:22 | RAM: 58.3GB | Proc: 1.0GB
04:02:26 | RAM: 58.2GB | Proc: 1.0GB
04:02:33 | RAM: 58.3GB | Proc: 1.0GB
04:02:37 | RAM: 58.3GB | Proc: 1.0GB
04:02:43 | RAM: 58.2GB | Proc: 1.0GB
04:02:47 | RAM: 58.2GB | Proc: 1.0GB
04:02:54 | RAM: 58.3GB | Proc: 1.0GB
04:02:57 | RAM: 58.2GB | Proc: 1.0GB
04:03:04 | RAM: 58.2GB | Proc: 1.0GB
04:03:08 | RAM: 58.3GB | Proc: 1.0GB
04:03:15 | RAM: 58.4GB | Proc: 1.0GB
04:03:18 | RAM: 58.2GB | Proc: 1.0GB
04:03:26 | RAM: 58.3GB | Proc: 1.0GB
04:03:28 | RAM: 58.2GB | Proc: 1.0GB
04:03:36 | RAM: 58.2GB | Proc: 1.0GB
04:03:39 | RAM: 58.2GB | Proc: 1.0GB
04:03:46 | RAM: 58.3GB | Proc: 1.0GB
04:03:49 | RAM: 58.4GB | Proc: 1.0GB
04:03:57 | RAM: 58.2GB | Proc: 1.0GB
04:03:59 | RAM: 58.3GB | Proc: 1.0GB
04:04:07 | RAM: 58.4GB | Proc: 1.0GB
04:04:10 | RAM: 58.1GB | Proc: 1.0GB
04:04:18 | RAM: 58.3GB | Proc: 1.0GB
04:04:20 | RAM: 58.1GB | Proc: 1.0GB
04:04:29 | RAM: 58.3GB | Proc: 1.0GB
04:04:31 | RAM: 58.2GB | Proc: 1.0GB
04:04:39 | RAM: 58.3GB | Proc: 1.0GB
04:04:42 | RAM: 58.3GB | Proc: 1.0GB
04:04:49 | RAM: 58.2GB | Proc: 1.0GB
04:04:52 | RAM: 58.3GB | Proc: 1.0GB
04:05:00 | RAM: 58.2GB | Proc: 1.0GB
04:05:03 | RAM: 58.2GB | Proc: 1.0GB
04:05:11 | RAM: 58.2GB | Proc: 1.0GB
04:05:13 | RAM: 58.3GB | Proc: 1.0GB
04:05:21 | RAM: 58.1GB | Proc: 1.0GB
04:05:23 | RAM: 58.1GB | Proc: 1.0GB
04:05:32 | RAM: 58.4GB | Proc: 1.0GB
04:05:34 | RAM: 58.2GB | Proc: 1.0GB
04:05:42 | RAM: 58.2GB | Proc: 1.0GB
04:05:45 | RAM: 58.4GB | Proc: 1.0GB
04:05:53 | RAM: 58.3GB | Proc: 1.0GB
04:05:55 | RAM: 58.3GB | Proc: 1.0GB
04:06:03 | RAM: 58.2GB | Proc: 1.0GB
04:06:06 | RAM: 58.4GB | Proc: 1.0GB
04:06:13 | RAM: 58.3GB | Proc: 1.0GB
04:06:16 | RAM: 58.2GB | Proc: 1.0GB
04:06:23 | RAM: 58.3GB | Proc: 1.0GB
04:06:27 | RAM: 58.2GB | Proc: 1.0GB
04:06:34 | RAM: 58.2GB | Proc: 1.0GB
04:06:37 | RAM: 58.1GB | Proc: 1.0GB
04:06:44 | RAM: 58.2GB | Proc: 1.0GB
04:06:48 | RAM: 58.2GB | Proc: 1.0GB
04:06:55 | RAM: 58.2GB | Proc: 1.0GB
04:06:58 | RAM: 58.4GB | Proc: 1.0GB
04:07:05 | RAM: 58.2GB | Proc: 1.0GB
04:07:09 | RAM: 58.2GB | Proc: 1.0GB
04:07:16 | RAM: 58.3GB | Proc: 1.0GB
04:07:19 | RAM: 58.3GB | Proc: 1.0GB
04:07:26 | RAM: 58.2GB | Proc: 1.0GB
04:07:29 | RAM: 58.2GB | Proc: 1.0GB
04:07:36 | RAM: 58.2GB | Proc: 1.0GB
04:07:40 | RAM: 58.3GB | Proc: 1.0GB
04:07:47 | RAM: 58.2GB | Proc: 1.0GB
04:07:51 | RAM: 58.4GB | Proc: 1.0GB
04:07:57 | RAM: 58.3GB | Proc: 1.0GB
04:08:01 | RAM: 58.2GB | Proc: 1.0GB
04:08:08 | RAM: 58.3GB | Proc: 1.0GB
04:08:12 | RAM: 58.2GB | Proc: 1.0GB
04:08:19 | RAM: 58.2GB | Proc: 1.0GB
04:08:22 | RAM: 58.1GB | Proc: 1.0GB
04:08:29 | RAM: 58.2GB | Proc: 1.0GB
04:08:33 | RAM: 58.2GB | Proc: 1.0GB
04:08:39 | RAM: 58.1GB | Proc: 1.0GB
04:08:43 | RAM: 58.1GB | Proc: 1.0GB
04:08:50 | RAM: 58.3GB | Proc: 1.0GB
04:08:53 | RAM: 58.3GB | Proc: 1.0GB
04:09:00 | RAM: 58.2GB | Proc: 1.0GB
04:09:04 | RAM: 58.3GB | Proc: 1.0GB
04:09:11 | RAM: 58.1GB | Proc: 1.0GB
04:09:14 | RAM: 58.2GB | Proc: 1.0GB
04:09:21 | RAM: 58.3GB | Proc: 1.0GB
04:09:24 | RAM: 58.2GB | Proc: 1.0GB
04:09:32 | RAM: 58.1GB | Proc: 1.0GB
04:09:35 | RAM: 58.1GB | Proc: 1.0GB
04:09:42 | RAM: 58.1GB | Proc: 1.0GB
04:09:45 | RAM: 58.3GB | Proc: 1.0GB
04:09:53 | RAM: 58.2GB | Proc: 1.0GB
04:09:56 | RAM: 58.2GB | Proc: 1.0GB
04:10:03 | RAM: 58.3GB | Proc: 1.0GB
04:10:06 | RAM: 58.2GB | Proc: 1.0GB
04:10:13 | RAM: 58.1GB | Proc: 1.0GB
04:10:16 | RAM: 58.2GB | Proc: 1.0GB
04:10:24 | RAM: 58.2GB | Proc: 1.0GB
04:10:27 | RAM: 58.2GB | Proc: 1.0GB
04:10:35 | RAM: 58.2GB | Proc: 1.0GB
04:10:37 | RAM: 58.3GB | Proc: 1.0GB
04:10:45 | RAM: 58.2GB | Proc: 1.0GB
04:10:48 | RAM: 58.1GB | Proc: 1.0GB
04:10:56 | RAM: 58.3GB | Proc: 1.0GB
04:10:58 | RAM: 58.2GB | Proc: 1.0GB
04:11:06 | RAM: 58.3GB | Proc: 1.0GB
04:11:09 | RAM: 58.2GB | Proc: 1.0GB
04:11:17 | RAM: 58.2GB | Proc: 1.0GB
04:11:19 | RAM: 58.2GB | Proc: 1.0GB
04:11:27 | RAM: 58.1GB | Proc: 1.0GB
04:11:30 | RAM: 58.3GB | Proc: 1.0GB
04:11:38 | RAM: 58.2GB | Proc: 1.0GB
04:11:40 | RAM: 58.1GB | Proc: 1.0GB
04:11:48 | RAM: 58.3GB | Proc: 1.0GB
04:11:51 | RAM: 58.1GB | Proc: 1.0GB
04:11:58 | RAM: 58.3GB | Proc: 1.0GB
04:12:02 | RAM: 58.3GB | Proc: 1.0GB
04:12:09 | RAM: 58.3GB | Proc: 1.0GB
04:12:12 | RAM: 58.3GB | Proc: 1.0GB
04:12:19 | RAM: 58.2GB | Proc: 1.0GB
04:12:23 | RAM: 58.4GB | Proc: 1.0GB
04:12:29 | RAM: 58.2GB | Proc: 1.0GB
04:12:33 | RAM: 58.3GB | Proc: 1.0GB
04:12:40 | RAM: 58.4GB | Proc: 1.0GB
04:12:44 | RAM: 58.3GB | Proc: 1.0GB
04:12:50 | RAM: 58.3GB | Proc: 1.0GB
04:12:54 | RAM: 58.1GB | Proc: 1.0GB
04:13:01 | RAM: 58.2GB | Proc: 1.0GB
04:13:05 | RAM: 58.3GB | Proc: 1.0GB
04:13:11 | RAM: 58.2GB | Proc: 1.0GB
04:13:15 | RAM: 58.4GB | Proc: 1.0GB
04:13:22 | RAM: 58.3GB | Proc: 1.0GB
04:13:26 | RAM: 58.2GB | Proc: 1.0GB
04:13:32 | RAM: 58.4GB | Proc: 1.0GB
04:13:36 | RAM: 58.3GB | Proc: 1.0GB
04:13:43 | RAM: 58.3GB | Proc: 1.0GB
04:13:47 | RAM: 58.2GB | Proc: 1.0GB
04:13:53 | RAM: 58.3GB | Proc: 1.0GB
04:13:57 | RAM: 58.2GB | Proc: 1.0GB
04:14:04 | RAM: 58.2GB | Proc: 1.0GB
04:14:08 | RAM: 58.4GB | Proc: 1.0GB
04:14:14 | RAM: 58.2GB | Proc: 1.0GB
04:14:19 | RAM: 58.3GB | Proc: 1.0GB
04:14:25 | RAM: 58.4GB | Proc: 1.0GB
04:14:29 | RAM: 58.2GB | Proc: 1.0GB
04:14:35 | RAM: 58.2GB | Proc: 1.0GB
04:14:40 | RAM: 58.4GB | Proc: 1.0GB
04:14:46 | RAM: 58.0GB | Proc: 1.0GB
04:14:50 | RAM: 58.1GB | Proc: 1.0GB
04:14:56 | RAM: 58.3GB | Proc: 1.0GB
04:15:01 | RAM: 58.2GB | Proc: 1.0GB
04:15:07 | RAM: 58.3GB | Proc: 1.0GB
04:15:12 | RAM: 58.2GB | Proc: 1.0GB
04:15:17 | RAM: 58.3GB | Proc: 1.0GB
04:15:22 | RAM: 58.2GB | Proc: 1.0GB
04:15:28 | RAM: 58.2GB | Proc: 1.0GB
04:15:33 | RAM: 58.4GB | Proc: 1.0GB
04:15:38 | RAM: 58.2GB | Proc: 1.0GB
04:15:43 | RAM: 58.2GB | Proc: 1.0GB
04:15:49 | RAM: 58.3GB | Proc: 1.0GB
04:15:54 | RAM: 58.2GB | Proc: 1.0GB
04:15:59 | RAM: 58.2GB | Proc: 1.0GB
04:16:04 | RAM: 58.3GB | Proc: 1.0GB
04:16:10 | RAM: 58.2GB | Proc: 1.0GB
04:16:15 | RAM: 58.2GB | Proc: 1.0GB
04:16:20 | RAM: 58.2GB | Proc: 1.0GB
04:16:25 | RAM: 58.4GB | Proc: 1.0GB
04:16:31 | RAM: 58.2GB | Proc: 1.0GB
04:16:36 | RAM: 58.2GB | Proc: 1.0GB
04:16:41 | RAM: 58.3GB | Proc: 1.0GB
04:16:47 | RAM: 58.3GB | Proc: 1.0GB
04:16:52 | RAM: 58.2GB | Proc: 1.0GB
04:16:57 | RAM: 58.2GB | Proc: 1.0GB
04:17:03 | RAM: 58.3GB | Proc: 1.0GB
04:17:08 | RAM: 58.2GB | Proc: 1.0GB
04:17:13 | RAM: 58.3GB | Proc: 1.0GB
04:17:18 | RAM: 58.4GB | Proc: 1.0GB
04:17:24 | RAM: 58.3GB | Proc: 1.0GB
04:17:29 | RAM: 58.2GB | Proc: 1.0GB
04:17:35 | RAM: 58.3GB | Proc: 1.0GB
04:17:39 | RAM: 58.2GB | Proc: 1.0GB
04:17:45 | RAM: 58.2GB | Proc: 1.0GB
04:17:50 | RAM: 58.3GB | Proc: 1.0GB
04:17:56 | RAM: 58.3GB | Proc: 1.0GB
04:18:01 | RAM: 58.2GB | Proc: 1.0GB
04:18:06 | RAM: 58.3GB | Proc: 1.0GB
04:18:11 | RAM: 58.3GB | Proc: 1.0GB
04:18:17 | RAM: 58.3GB | Proc: 1.0GB
04:18:22 | RAM: 58.2GB | Proc: 1.0GB
04:18:28 | RAM: 58.2GB | Proc: 1.0GB
04:18:32 | RAM: 58.2GB | Proc: 1.0GB
04:18:38 | RAM: 58.2GB | Proc: 1.0GB
04:18:42 | RAM: 58.3GB | Proc: 1.0GB
04:18:49 | RAM: 58.1GB | Proc: 1.0GB
04:18:53 | RAM: 58.2GB | Proc: 1.0GB
04:18:59 | RAM: 58.3GB | Proc: 1.0GB
04:19:03 | RAM: 58.2GB | Proc: 1.0GB
04:19:10 | RAM: 58.2GB | Proc: 1.0GB
04:19:13 | RAM: 58.2GB | Proc: 1.0GB
04:19:20 | RAM: 58.2GB | Proc: 1.0GB
04:19:24 | RAM: 58.2GB | Proc: 1.0GB
04:19:31 | RAM: 58.3GB | Proc: 1.0GB
04:19:35 | RAM: 58.2GB | Proc: 1.0GB
04:19:41 | RAM: 58.2GB | Proc: 1.0GB
04:19:45 | RAM: 58.2GB | Proc: 1.0GB
04:19:52 | RAM: 58.2GB | Proc: 1.0GB
04:19:56 | RAM: 58.3GB | Proc: 1.0GB
04:20:02 | RAM: 58.2GB | Proc: 1.0GB
04:20:06 | RAM: 58.3GB | Proc: 1.0GB
04:20:13 | RAM: 58.2GB | Proc: 1.0GB
04:20:17 | RAM: 58.3GB | Proc: 1.0GB
04:20:24 | RAM: 58.3GB | Proc: 1.0GB
04:20:27 | RAM: 58.2GB | Proc: 1.0GB
04:20:34 | RAM: 58.2GB | Proc: 1.0GB
04:20:38 | RAM: 58.3GB | Proc: 1.0GB
04:20:45 | RAM: 58.1GB | Proc: 1.0GB
04:20:48 | RAM: 58.0GB | Proc: 1.0GB
04:20:55 | RAM: 58.2GB | Proc: 1.0GB
04:20:58 | RAM: 58.2GB | Proc: 1.0GB
04:21:05 | RAM: 58.2GB | Proc: 1.0GB
04:21:09 | RAM: 58.2GB | Proc: 1.0GB
04:21:16 | RAM: 58.2GB | Proc: 1.0GB
04:21:19 | RAM: 58.2GB | Proc: 1.0GB
04:21:26 | RAM: 58.3GB | Proc: 1.0GB
04:21:30 | RAM: 58.2GB | Proc: 1.0GB
04:21:36 | RAM: 58.3GB | Proc: 1.0GB
04:21:41 | RAM: 58.2GB | Proc: 1.0GB
04:21:47 | RAM: 58.1GB | Proc: 1.0GB
04:21:51 | RAM: 58.3GB | Proc: 1.0GB
04:21:57 | RAM: 58.2GB | Proc: 1.0GB
04:22:02 | RAM: 58.3GB | Proc: 1.0GB
04:22:08 | RAM: 58.2GB | Proc: 1.0GB
04:22:12 | RAM: 58.2GB | Proc: 1.0GB
04:22:18 | RAM: 58.3GB | Proc: 1.0GB
04:22:23 | RAM: 58.3GB | Proc: 1.0GB
04:22:29 | RAM: 58.1GB | Proc: 1.0GB
04:22:33 | RAM: 58.1GB | Proc: 1.0GB
04:22:40 | RAM: 58.2GB | Proc: 1.0GB
04:22:44 | RAM: 58.2GB | Proc: 1.0GB
04:22:50 | RAM: 58.2GB | Proc: 1.0GB
04:22:54 | RAM: 58.1GB | Proc: 1.0GB
04:23:00 | RAM: 58.2GB | Proc: 1.0GB
04:23:05 | RAM: 58.2GB | Proc: 1.0GB
04:23:11 | RAM: 58.3GB | Proc: 1.0GB
04:23:15 | RAM: 58.3GB | Proc: 1.0GB
04:23:21 | RAM: 58.2GB | Proc: 1.0GB
04:23:26 | RAM: 58.2GB | Proc: 1.0GB
04:23:32 | RAM: 58.3GB | Proc: 1.0GB
04:23:37 | RAM: 58.1GB | Proc: 1.0GB
04:23:42 | RAM: 58.2GB | Proc: 1.0GB
04:23:47 | RAM: 58.2GB | Proc: 1.0GB
04:23:53 | RAM: 58.2GB | Proc: 1.0GB
04:23:58 | RAM: 58.2GB | Proc: 1.0GB
04:24:03 | RAM: 58.2GB | Proc: 1.0GB
04:24:08 | RAM: 58.2GB | Proc: 1.0GB
04:24:14 | RAM: 58.2GB | Proc: 1.0GB
04:24:19 | RAM: 58.2GB | Proc: 1.0GB
04:24:24 | RAM: 58.3GB | Proc: 1.0GB
04:24:29 | RAM: 58.3GB | Proc: 1.0GB
04:24:35 | RAM: 58.3GB | Proc: 1.0GB
04:24:40 | RAM: 58.3GB | Proc: 1.0GB
04:24:46 | RAM: 58.2GB | Proc: 1.0GB
04:24:50 | RAM: 58.2GB | Proc: 1.0GB
04:24:56 | RAM: 58.3GB | Proc: 1.0GB
04:25:01 | RAM: 58.2GB | Proc: 1.0GB
04:25:07 | RAM: 58.2GB | Proc: 1.0GB
04:25:11 | RAM: 58.4GB | Proc: 1.0GB
04:25:17 | RAM: 58.3GB | Proc: 1.0GB
04:25:22 | RAM: 58.3GB | Proc: 1.0GB
04:25:28 | RAM: 58.3GB | Proc: 1.0GB
04:25:33 | RAM: 58.3GB | Proc: 1.0GB
04:25:38 | RAM: 58.3GB | Proc: 1.0GB
04:25:44 | RAM: 58.2GB | Proc: 1.0GB
04:25:49 | RAM: 58.2GB | Proc: 1.0GB
04:25:54 | RAM: 58.3GB | Proc: 1.0GB
04:25:59 | RAM: 58.3GB | Proc: 1.0GB
04:26:05 | RAM: 58.2GB | Proc: 1.0GB
04:26:09 | RAM: 58.3GB | Proc: 1.0GB
04:26:15 | RAM: 58.2GB | Proc: 1.0GB
04:26:20 | RAM: 58.2GB | Proc: 1.0GB
04:26:26 | RAM: 58.3GB | Proc: 1.0GB
04:26:31 | RAM: 58.3GB | Proc: 1.0GB
04:26:36 | RAM: 58.2GB | Proc: 1.0GB
04:26:41 | RAM: 58.3GB | Proc: 1.0GB
04:26:47 | RAM: 58.2GB | Proc: 1.0GB
04:26:52 | RAM: 58.2GB | Proc: 1.0GB
04:26:57 | RAM: 58.2GB | Proc: 1.0GB
04:27:02 | RAM: 58.3GB | Proc: 1.0GB
04:27:08 | RAM: 58.2GB | Proc: 1.0GB
04:27:13 | RAM: 58.2GB | Proc: 1.0GB
04:27:18 | RAM: 58.4GB | Proc: 1.0GB
04:27:23 | RAM: 58.1GB | Proc: 1.0GB
04:27:28 | RAM: 58.2GB | Proc: 1.0GB
04:27:33 | RAM: 58.3GB | Proc: 1.0GB
04:27:39 | RAM: 58.2GB | Proc: 1.0GB
04:27:44 | RAM: 58.2GB | Proc: 1.0GB
04:27:50 | RAM: 58.2GB | Proc: 1.0GB
04:27:54 | RAM: 58.2GB | Proc: 1.0GB
04:28:00 | RAM: 58.2GB | Proc: 1.0GB
04:28:05 | RAM: 58.2GB | Proc: 1.0GB
04:28:10 | RAM: 58.4GB | Proc: 1.0GB
04:28:15 | RAM: 58.2GB | Proc: 1.0GB
04:28:21 | RAM: 58.2GB | Proc: 1.0GB
04:28:26 | RAM: 58.3GB | Proc: 1.0GB
04:28:31 | RAM: 58.2GB | Proc: 1.0GB
04:28:36 | RAM: 58.1GB | Proc: 1.0GB
